id,value
Product_Title.Degree Dr.three_Purchased_Title.Baskervil,1
Product_Title.Degree Dr.three_Purchased_Title.CheezIt O,1
Product_Title.Degree Dr.three_Purchased_Title.Degree Dr,1
Product_Title.Degree Dr.three_Purchased_Title.Dial Anti,1
Product_Title.Degree Dr.three_Purchased_Title.Harney & ,1
Product_Title.Degree Dr.three_Purchased_Title.Maybellin,1
Product_Title.Degree Dr.three_Purchased_Title.Microsoft,1
Product_Title.Degree Dr.three_Purchased_Title.Progresso,1
Product_Title.Degree Dr.three_Purchased_Title.SprayWay ,1
Product_Title.Degree Dr.three_Purchased_Title.nan,1
Product_Title.Degree Dr.two_Purchased_Title,
Product_Title.Degree Dr.two_Purchased_Title.Bayer Ser,1
Product_Title.Degree Dr.two_Purchased_Title.Cetaphil ,1
Product_Title.Degree Dr.two_Purchased_Title.Degree Me,1
Product_Title.Degree Dr.two_Purchased_Title.Dole Frui,1
Product_Title.Degree Dr.two_Purchased_Title.Food Colo,1
Product_Title.Degree Dr.two_Purchased_Title.Frigidair,1
Product_Title.Degree Dr.two_Purchased_Title.Gillette ,1
Product_Title.Degree Dr.two_Purchased_Title.Glad Tall,1
Product_Title.Degree Dr.two_Purchased_Title.Legrand  ,1
Product_Title.Degree Dr.two_Purchased_Title.Old Spice,1
Product_Title.Degree Dr.two_Purchased_Title.Qtips Cot,1
Product_Title.Degree Dr.two_Purchased_Title.SE 7581GR,1
Product_Title.Degree Dr.two_Purchased_Title.TIGI Catw,1
Product_Title.Degree Me,
Product_Title.Degree Me.one_Purchased_Title,
Product_Title.Degree Me.one_Purchased_Title.Colgate T,1
Product_Title.Degree Me.one_Purchased_Title.Crest 3D ,1
Product_Title.Degree Me.one_Purchased_Title.Crest Com,1
Product_Title.Degree Me.one_Purchased_Title.Degree Me,1
Product_Title.Degree Me.one_Purchased_Title.Degree Ul,1
Product_Title.Degree Me.one_Purchased_Title.Ever Afte,1
Product_Title.Degree Me.one_Purchased_Title.Geronimo ,1
Product_Title.Degree Me.one_Purchased_Title.Ghettosid,1
Product_Title.Degree Me.one_Purchased_Title.How Many ,1
Product_Title.Degree Me.one_Purchased_Title.Master Lo,1
Product_Title.Degree Me.one_Purchased_Title.Nexxus Hu,1
Product_Title.Degree Me.one_Purchased_Title.Nivea for,1
Product_Title.Degree Me.one_Purchased_Title.OFF 46500,1
Product_Title.Degree Me.one_Purchased_Title.Optimum N,1
Product_Title.Degree Me.one_Purchased_Title.Qtips Cot,1
Product_Title.Degree Me.one_Purchased_Title.Qunol Ult,1
Product_Title.Degree Me.one_Purchased_Title.Red Onion,1
Product_Title.Degree Me.one_Purchased_Title.Smart Air,1
Product_Title.Degree Me.one_Purchased_Title.Spicy Wor,1
Product_Title.Degree Me.one_Purchased_Title.Stanley 8,1
Product_Title.Degree Me.one_Purchased_Title.Suave Ant,1
Product_Title.Degree Me.one_Purchased_Title.TRESemme ,1
Product_Title.Degree Me.one_Purchased_Title.Teaching ,1
Product_Title.Degree Me.one_Purchased_Title.Update In,1
Product_Title.Degree Me.one_Purchased_Title.Windex Or,1
Product_Title.Degree Me.three_Purchased_Title,
Product_Title.Degree Me.three_Purchased_Title.3M Scotch,1
Product_Title.Degree Me.three_Purchased_Title.ASICS ZD0,1
Product_Title.Degree Me.three_Purchased_Title.American ,1
Product_Title.Degree Me.three_Purchased_Title.Aspen by ,1
Product_Title.Degree Me.three_Purchased_Title.Colgate T,1
Product_Title.Degree Me.three_Purchased_Title.Crest Pro,1
Product_Title.Degree Me.three_Purchased_Title.Davines T,1
Product_Title.Degree Me.three_Purchased_Title.Degree Me,1
Product_Title.Degree Me.three_Purchased_Title.Dove Beau,1
Product_Title.Degree Me.three_Purchased_Title.Dove Men ,1
Product_Title.Degree Me.three_Purchased_Title.Energizer,1
Product_Title.Degree Me.three_Purchased_Title.Ettore 17,1
Product_Title.Degree Me.three_Purchased_Title.Ferrero N,1
Product_Title.Degree Me.three_Purchased_Title.First Aid,1
Product_Title.Degree Me.three_Purchased_Title.Fun with ,1
Product_Title.Degree Me.three_Purchased_Title.Gillette ,1
Product_Title.Degree Me.three_Purchased_Title.Hanes Men,1
Product_Title.Degree Me.three_Purchased_Title.Logitech ,1
Product_Title.Degree Me.three_Purchased_Title.Maybellin,1
Product_Title.Degree Me.three_Purchased_Title.Newtown A,1
Product_Title.Degree Me.three_Purchased_Title.Right Gua,1
Product_Title.Degree Me.three_Purchased_Title.Sabra  Cl,1
Product_Title.Degree Me.three_Purchased_Title.SweatBloc,1
Product_Title.Degree Me.three_Purchased_Title.Teaching ,1
Product_Title.Degree Me.three_Purchased_Title.The Marx ,1
Product_Title.Degree Me.three_Purchased_Title.nan,1
Product_Title.Degree Me.two_Purchased_Title,
Product_Title.Degree Me.two_Purchased_Title.Axe Anti ,1
Product_Title.Degree Me.two_Purchased_Title.Bayer Adv,1
Product_Title.Degree Me.two_Purchased_Title.Biotrue C,1
Product_Title.Degree Me.two_Purchased_Title.Braun Cle,1
Product_Title.Degree Me.two_Purchased_Title.Casio SL3,1
Product_Title.Degree Me.two_Purchased_Title.Crest Com,1
Product_Title.Degree Me.two_Purchased_Title.Crest Sco,1
Product_Title.Degree Me.two_Purchased_Title.Degree Me,1
Product_Title.Degree Me.two_Purchased_Title.Dove Men ,1
Product_Title.Degree Me.two_Purchased_Title.Dune,1
Product_Title.Degree Me.two_Purchased_Title.Georges M,1
Product_Title.Degree Me.two_Purchased_Title.Gillette ,1
Product_Title.Degree Me.two_Purchased_Title.Grandfath,1
Product_Title.Degree Me.two_Purchased_Title.Heinz Tom,1
Product_Title.Degree Me.two_Purchased_Title.Listerine,1
Product_Title.Degree Me.two_Purchased_Title.Mothers 0,1
Product_Title.Degree Me.two_Purchased_Title.NFL Arizo,1
Product_Title.Degree Me.two_Purchased_Title.Nexium 24,1
Product_Title.Degree Me.two_Purchased_Title.Nexxus Ma,1
Product_Title.Degree Me.two_Purchased_Title.Pepperidg,1
Product_Title.Degree Me.two_Purchased_Title.Pyramex G,1
Product_Title.Degree Me.two_Purchased_Title.Qtips Cot,1
Product_Title.Degree Me.two_Purchased_Title.Quaker In,1
Product_Title.Degree Me.two_Purchased_Title.ShopVac 9,1
Product_Title.Degree Me.two_Purchased_Title.Taylor Cl,1
Product_Title.Degree Me.two_Purchased_Title.The Poeti,1
Product_Title.Degree Me.two_Purchased_Title.The Quota,1
Product_Title.Degree Me.two_Purchased_Title.Tide To G,1
Product_Title.Degree Me.two_Purchased_Title.nan,1
Product_Title.Degree Mo,
Product_Title.Degree Mo.one_Purchased_Title,
Product_Title.Degree Mo.one_Purchased_Title.Advion Co,1
Product_Title.Degree Mo.one_Purchased_Title.Degree Me,1
Product_Title.Degree Mo.one_Purchased_Title.Gillette ,1
Product_Title.Degree Mo.one_Purchased_Title.Sensodyne,1
Product_Title.Degree Mo.three_Purchased_Title,
Product_Title.Degree Mo.three_Purchased_Title.Paddle Yo,1
Product_Title.Degree Mo.three_Purchased_Title.Sarahs Sc,1
Product_Title.Degree Mo.three_Purchased_Title.Thai Trav,1
Product_Title.Degree Mo.three_Purchased_Title.Tigi Catw,1
Product_Title.Degree Mo.two_Purchased_Title,
Product_Title.Degree Mo.two_Purchased_Title.Genteq 97,1
Product_Title.Degree Mo.two_Purchased_Title.Leverage ,1
Product_Title.Degree Mo.two_Purchased_Title.Neutrogen,1
Product_Title.Degree Mo.two_Purchased_Title.TIGI Catw,1
Product_Title.Degree Ul,
Product_Title.Degree Ul.one_Purchased_Title,
Product_Title.Degree Ul.one_Purchased_Title.Degree Me,1
Product_Title.Degree Ul.three_Purchased_Title,
Product_Title.Degree Ul.three_Purchased_Title.H2Ocean 4,1
Product_Title.Degree Ul.two_Purchased_Title,
Product_Title.Degree Ul.two_Purchased_Title.Champion ,1
Product_Title.Degree Wo,
Product_Title.Degree Wo.one_Purchased_Title,
Product_Title.Degree Wo.one_Purchased_Title.Crest 3D ,1
Product_Title.Degree Wo.one_Purchased_Title.Degree Me,1
Product_Title.Degree Wo.one_Purchased_Title.Degree Wo,1
Product_Title.Degree Wo.one_Purchased_Title.Dove Body,1
Product_Title.Degree Wo.one_Purchased_Title.Hario V60,1
Product_Title.Degree Wo.one_Purchased_Title.ORIBE Fou,1
Product_Title.Degree Wo.one_Purchased_Title.Qtips Cot,1
Product_Title.Degree Wo.one_Purchased_Title.Quilted N,1
Product_Title.Degree Wo.one_Purchased_Title.The Simpl,1
Product_Title.Degree Wo.three_Purchased_Title,
Product_Title.Degree Wo.three_Purchased_Title.3M 9089NA,1
Product_Title.Degree Wo.three_Purchased_Title.Banana Bo,1
Product_Title.Degree Wo.three_Purchased_Title.CheezIt B,1
Product_Title.Degree Wo.three_Purchased_Title.Crest Com,1
Product_Title.Degree Wo.three_Purchased_Title.Degree Me,1
Product_Title.Degree Wo.three_Purchased_Title.Hartz Hom,1
Product_Title.Degree Wo.three_Purchased_Title.Heinz Tom,1
Product_Title.Degree Wo.three_Purchased_Title.Preparati,1
Product_Title.Degree Wo.three_Purchased_Title.Wet Ones ,1
Product_Title.Degree Wo.three_Purchased_Title.nan,1
Product_Title.Degree Wo.two_Purchased_Title,
Product_Title.Degree Wo.two_Purchased_Title.Angel Sof,1
Product_Title.Degree Wo.two_Purchased_Title.Degree Wo,1
Product_Title.Degree Wo.two_Purchased_Title.Dove Dry ,1
Product_Title.Degree Wo.two_Purchased_Title.Hollywood,1
Product_Title.Degree Wo.two_Purchased_Title.Old Spice,1
Product_Title.Degree Wo.two_Purchased_Title.Qtips Cot,1
Product_Title.Degree Wo.two_Purchased_Title.Quilted N,1
Product_Title.Degree Wo.two_Purchased_Title.Ritz Orig,1
Product_Title.Degree Wo.two_Purchased_Title.Sally Han,1
Product_Title.Degree Wo.two_Purchased_Title.nan,1
Product_Title.Dove Adva,
Product_Title.Dove Adva.one_Purchased_Title,
Product_Title.Dove Adva.one_Purchased_Title.12 Rules ,1
Product_Title.Dove Adva.one_Purchased_Title.Annies Ma,1
Product_Title.Dove Adva.one_Purchased_Title.Bananas  ,1
Product_Title.Dove Adva.one_Purchased_Title.Brylcreem,1
Product_Title.Dove Adva.one_Purchased_Title.Crest 3D ,1
Product_Title.Dove Adva.one_Purchased_Title.Crest Com,1
Product_Title.Dove Adva.one_Purchased_Title.Dole Frui,1
Product_Title.Dove Adva.one_Purchased_Title.Dove Men ,1
Product_Title.Dove Adva.one_Purchased_Title.Dove go f,1
Product_Title.Dove Adva.one_Purchased_Title.Gillette ,1
Product_Title.Dove Adva.one_Purchased_Title.Kleenex F,1
Product_Title.Dove Adva.one_Purchased_Title.LOreal Pa,1
Product_Title.Dove Adva.one_Purchased_Title.NoDrama D,1
Product_Title.Dove Adva.one_Purchased_Title.Pepperidg,1
Product_Title.Dove Adva.one_Purchased_Title.Qtips Cot,1
Product_Title.Dove Adva.one_Purchased_Title.Quilted N,1
Product_Title.Dove Adva.one_Purchased_Title.Red A Cra,1
Product_Title.Dove Adva.one_Purchased_Title.Taste Nir,1
Product_Title.Dove Adva.one_Purchased_Title.Through T,1
Product_Title.Dove Adva.one_Purchased_Title.Tide Purc,1
Product_Title.Dove Adva.one_Purchased_Title.YARDGARD ,1
Product_Title.Dove Adva.three_Purchased_Title,
Product_Title.Dove Adva.three_Purchased_Title.Aveeno Po,1
Product_Title.Dove Adva.three_Purchased_Title.Brawny Pa,1
Product_Title.Dove Adva.three_Purchased_Title.Caldesene,1
Product_Title.Dove Adva.three_Purchased_Title.CleanTool,1
Product_Title.Dove Adva.three_Purchased_Title.Dial Skin,1
Product_Title.Dove Adva.three_Purchased_Title.Dove Adva,1
Product_Title.Dove Adva.three_Purchased_Title.Dove Pure,1
Product_Title.Dove Adva.three_Purchased_Title.Dove go f,1
Product_Title.Dove Adva.three_Purchased_Title.Gillette ,1
Product_Title.Dove Adva.three_Purchased_Title.Kelloggs ,1
Product_Title.Dove Adva.three_Purchased_Title.Mandarin ,1
Product_Title.Dove Adva.three_Purchased_Title.Method Al,1
Product_Title.Dove Adva.three_Purchased_Title.Organic B,1
Product_Title.Dove Adva.three_Purchased_Title.Progresso,1
Product_Title.Dove Adva.three_Purchased_Title.Qtips Cot,1
Product_Title.Dove Adva.three_Purchased_Title.Santitas ,1
Product_Title.Dove Adva.three_Purchased_Title.Sun Bum B,1
Product_Title.Dove Adva.three_Purchased_Title.The Perso,1
Product_Title.Dove Adva.three_Purchased_Title.The Song ,1
Product_Title.Dove Adva.three_Purchased_Title.nan,1
Product_Title.Dove Adva.two_Purchased_Title,
Product_Title.Dove Adva.two_Purchased_Title.Bananas  ,1
Product_Title.Dove Adva.two_Purchased_Title.CLIF BAR ,1
Product_Title.Dove Adva.two_Purchased_Title.Clean & C,1
Product_Title.Dove Adva.two_Purchased_Title.Crest Com,1
Product_Title.Dove Adva.two_Purchased_Title.Danco Hai,1
Product_Title.Dove Adva.two_Purchased_Title.Degree Dr,1
Product_Title.Dove Adva.two_Purchased_Title.Dove Adva,1
Product_Title.Dove Adva.two_Purchased_Title.Dove Men ,1
Product_Title.Dove Adva.two_Purchased_Title.Dove go f,1
Product_Title.Dove Adva.two_Purchased_Title.Jacobs Ne,1
Product_Title.Dove Adva.two_Purchased_Title.Manitoba ,1
Product_Title.Dove Adva.two_Purchased_Title.Method Da,1
Product_Title.Dove Adva.two_Purchased_Title.Ollois La,1
Product_Title.Dove Adva.two_Purchased_Title.Organic S,1
Product_Title.Dove Adva.two_Purchased_Title.Pepcid Co,1
Product_Title.Dove Adva.two_Purchased_Title.Playtex S,1
Product_Title.Dove Adva.two_Purchased_Title.Qtips Cot,1
Product_Title.Dove Adva.two_Purchased_Title.Quilted N,1
Product_Title.Dove Adva.two_Purchased_Title.Scotch Te,1
Product_Title.Dove Adva.two_Purchased_Title.Tide Orig,1
Product_Title.Dove Adva.two_Purchased_Title.Why a Dau,1
Product_Title.Dove Adva.two_Purchased_Title.Wonderful,1
Product_Title.Dove Adva.two_Purchased_Title.nan,1
Product_Title.Dove Anti,
Product_Title.Dove Anti.one_Purchased_Title,
Product_Title.Dove Anti.one_Purchased_Title.Bananas  ,1
Product_Title.Dove Anti.one_Purchased_Title.Colgate T,1
Product_Title.Dove Anti.one_Purchased_Title.Dove Beau,1
Product_Title.Dove Anti.one_Purchased_Title.Freshburs,1
Product_Title.Dove Anti.one_Purchased_Title.NYX PROFE,1
Product_Title.Dove Anti.one_Purchased_Title.OralB Gli,1
Product_Title.Dove Anti.one_Purchased_Title.Qtips Cot,1
Product_Title.Dove Anti.three_Purchased_Title,
Product_Title.Dove Anti.three_Purchased_Title.Angel Sof,1
Product_Title.Dove Anti.three_Purchased_Title.Blackberr,1
Product_Title.Dove Anti.three_Purchased_Title.Crest Com,1
Product_Title.Dove Anti.three_Purchased_Title.Gillette ,1
Product_Title.Dove Anti.three_Purchased_Title.Jimmy Fal,1
Product_Title.Dove Anti.three_Purchased_Title.Lime  One,1
Product_Title.Dove Anti.three_Purchased_Title.Metamucil,1
Product_Title.Dove Anti.three_Purchased_Title.Sparkle P,1
Product_Title.Dove Anti.three_Purchased_Title.Starbucks,1
Product_Title.Dove Anti.three_Purchased_Title.Strawberr,1
Product_Title.Dove Anti.two_Purchased_Title,
Product_Title.Dove Anti.two_Purchased_Title.Arm & Ham,1
Product_Title.Dove Anti.two_Purchased_Title.Ferrero N,1
Product_Title.Dove Anti.two_Purchased_Title.Gillette ,1
Product_Title.Dove Anti.two_Purchased_Title.Lil Critt,1
Product_Title.Dove Anti.two_Purchased_Title.Organic B,1
Product_Title.Dove Anti.two_Purchased_Title.Qtips Cot,1
Product_Title.Dove Anti.two_Purchased_Title.Quilted N,1
Product_Title.Dove Anti.two_Purchased_Title.Strawberr,1
Product_Title.Dove Beau,
Product_Title.Dove Beau.one_Purchased_Title,
Product_Title.Dove Beau.one_Purchased_Title.Bananas  ,1
Product_Title.Dove Beau.one_Purchased_Title.Colgate T,1
Product_Title.Dove Beau.one_Purchased_Title.Crest 3D ,1
Product_Title.Dove Beau.one_Purchased_Title.Crest Com,1
Product_Title.Dove Beau.one_Purchased_Title.Dial Anti,1
Product_Title.Dove Beau.one_Purchased_Title.Dixie Eve,1
Product_Title.Dove Beau.one_Purchased_Title.Dole Frui,1
Product_Title.Dove Beau.one_Purchased_Title.Dove Beau,1
Product_Title.Dove Beau.one_Purchased_Title.Dove Body,1
Product_Title.Dove Beau.one_Purchased_Title.Dove go f,1
Product_Title.Dove Beau.one_Purchased_Title.Downy Apr,1
Product_Title.Dove Beau.one_Purchased_Title.Greenco M,1
Product_Title.Dove Beau.one_Purchased_Title.Method Ge,1
Product_Title.Dove Beau.one_Purchased_Title.NOW Joint,1
Product_Title.Dove Beau.one_Purchased_Title.OGX Condi,1
Product_Title.Dove Beau.one_Purchased_Title.Pasta Ron,1
Product_Title.Dove Beau.one_Purchased_Title.Qtips Cot,1
Product_Title.Dove Beau.one_Purchased_Title.Quilted N,1
Product_Title.Dove Beau.one_Purchased_Title.Red Raspb,1
Product_Title.Dove Beau.one_Purchased_Title.Scott 100,1
Product_Title.Dove Beau.one_Purchased_Title.Wunderbro,1
Product_Title.Dove Beau.one_Purchased_Title.Zucchini ,1
Product_Title.Dove Beau.three_Purchased_Title,
Product_Title.Dove Beau.three_Purchased_Title.Amazon Br,1
Product_Title.Dove Beau.three_Purchased_Title.BOOST ELI,1
Product_Title.Dove Beau.three_Purchased_Title.Brawny Pa,1
Product_Title.Dove Beau.three_Purchased_Title.Clorox Di,1
Product_Title.Dove Beau.three_Purchased_Title.Cottonell,1
Product_Title.Dove Beau.three_Purchased_Title.Dove Adva,1
Product_Title.Dove Beau.three_Purchased_Title.Dove Pink,1
Product_Title.Dove Beau.three_Purchased_Title.FURemover,1
Product_Title.Dove Beau.three_Purchased_Title.Firefight,1
Product_Title.Dove Beau.three_Purchased_Title.Gillette ,1
Product_Title.Dove Beau.three_Purchased_Title.Glad Food,1
Product_Title.Dove Beau.three_Purchased_Title.Glad Odor,1
Product_Title.Dove Beau.three_Purchased_Title.Honeycris,1
Product_Title.Dove Beau.three_Purchased_Title.IZZE Spar,1
Product_Title.Dove Beau.three_Purchased_Title.Kelloggs ,1
Product_Title.Dove Beau.three_Purchased_Title.Larabar F,1
Product_Title.Dove Beau.three_Purchased_Title.Listerine,1
Product_Title.Dove Beau.three_Purchased_Title.NIVEA Ess,1
Product_Title.Dove Beau.three_Purchased_Title.Organic B,1
Product_Title.Dove Beau.three_Purchased_Title.Organic G,1
Product_Title.Dove Beau.three_Purchased_Title.People of,1
Product_Title.Dove Beau.three_Purchased_Title.Qtips Cot,1
Product_Title.Dove Beau.three_Purchased_Title.Quaker Oa,1
Product_Title.Dove Beau.three_Purchased_Title.Rice Kris,1
Product_Title.Dove Beau.three_Purchased_Title.Sensodyne,1
Product_Title.Dove Beau.three_Purchased_Title.Seventh G,1
Product_Title.Dove Beau.three_Purchased_Title.Sparkle P,1
Product_Title.Dove Beau.three_Purchased_Title.Stanley 1,1
Product_Title.Dove Beau.three_Purchased_Title.nan,1
Product_Title.Dove Beau.two_Purchased_Title,
Product_Title.Dove Beau.two_Purchased_Title.Aussie Mo,1
Product_Title.Dove Beau.two_Purchased_Title.Boost Glu,1
Product_Title.Dove Beau.two_Purchased_Title.Colgate T,1
Product_Title.Dove Beau.two_Purchased_Title.Cottonell,1
Product_Title.Dove Beau.two_Purchased_Title.Crest 3D ,1
Product_Title.Dove Beau.two_Purchased_Title.Crest Com,1
Product_Title.Dove Beau.two_Purchased_Title.Dawn Ultr,1
Product_Title.Dove Beau.two_Purchased_Title.Degree Me,1
Product_Title.Dove Beau.two_Purchased_Title.Dial Anti,1
Product_Title.Dove Beau.two_Purchased_Title.Dole Frui,1
Product_Title.Dove Beau.two_Purchased_Title.Dove Men ,1
Product_Title.Dove Beau.two_Purchased_Title.Gillette ,1
Product_Title.Dove Beau.two_Purchased_Title.Glad Clin,1
Product_Title.Dove Beau.two_Purchased_Title.Lemon  On,1
Product_Title.Dove Beau.two_Purchased_Title.Listerine,1
Product_Title.Dove Beau.two_Purchased_Title.Metaethic,1
Product_Title.Dove Beau.two_Purchased_Title.Neosporin,1
Product_Title.Dove Beau.two_Purchased_Title.OGX Shamp,1
Product_Title.Dove Beau.two_Purchased_Title.Progresso,1
Product_Title.Dove Beau.two_Purchased_Title.Qtips Cot,1
